,Ultimo,Apertura,Massimo,Minimo
2015-01-02,19130.26,19156.72,19246.76,18919.65
2015-01-04,19130.26,19130.26,19130.26,19130.26
2015-01-05,18188.44,18961.03,19190.24,18188.44
2015-01-06,18143.26,18298.26,18523.74,18041.32
2015-01-07,18123.45,18226.43,18478.11,17991.76
2015-01-08,18791.83,18393.0,18857.66,18247.95
2015-01-09,18177.09,18684.58,18849.2,18052.81
2015-01-12,18349.15,18310.17,18429.68,18031.76
2015-01-13,18708.93,18251.29,18790.39,18229.34
2015-01-14,18410.68,18451.36,18849.02,18400.66
2015-01-15,18844.52,18646.93,18970.97,18066.31
2015-01-16,19254.54,18763.42,19254.54,18731.5
2015-01-19,19480.53,19255.25,19609.08,19149.35
2015-01-20,19658.66,19545.68,19729.23,19481.78
2015-01-21,19981.41,19724.05,19981.41,19449.93
2015-01-22,20469.74,20021.25,20556.29,20012.41
2015-01-23,20519.75,20594.37,20676.7,20389.24
2015-01-26,20756.72,20348.83,20756.72,20238.95
2015-01-27,20645.82,20714.78,20778.39,20454.82
2015-01-28,20478.44,20759.47,20802.73,20422.92
2015-01-29,20593.72,20413.93,20645.51,20231.29
2015-01-30,20503.38,20679.5,20723.22,20411.02
2015-02-02,20485.69,20596.35,20605.18,20286.43
2015-02-03,21011.55,20626.97,21011.55,20602.55
2015-02-04,20941.73,21005.73,21072.42,20848.98
2015-02-05,20819.05,20731.47,20859.19,20621.43
2015-02-06,20760.74,20824.7,20892.52,20703.95
2015-02-09,20366.64,20534.11,20604.9,20246.54
2015-02-10,20725.63,20417.94,20798.19,20330.09
2015-02-11,20565.76,20785.8,20794.6,20518.44
2015-02-12,21002.91,20543.72,21060.71,20496.59
2015-02-13,21204.07,21106.98,21287.81,21088.43
2015-02-16,21165.84,21145.22,21280.73,21079.37
2015-02-17,21266.25,21070.15,21328.25,20890.41
2015-02-18,21659.33,21495.77,21659.33,21453.38
2015-02-19,21789.98,21620.19,21801.61,21531.91
2015-02-20,21842.57,21628.07,21852.62,21609.64
2015-02-23,21964.29,22040.61,22083.47,21862.77
2015-02-24,22149.75,21969.49,22167.17,21775.59
2015-02-25,21937.24,22109.47,22133.32,21853.07
2015-02-26,22165.13,21934.63,22172.62,21910.34
2015-02-27,22337.79,22175.65,22338.82,22098.43
2015-03-02,22297.6,22381.46,22514.89,22184.06
2015-03-03,21987.18,22365.8,22410.97,21942.47
2015-03-04,22131.08,22087.24,22131.08,21860.52
2015-03-05,22400.08,22230.03,22444.44,22124.02
2015-03-06,22436.13,22449.49,22575.4,22370.82
2015-03-09,22564.35,22345.2,22567.89,22250.32
2015-03-10,22345.77,22594.3,22631.37,22280.21
2015-03-11,22833.04,22409.4,22860.68,22408.78
2015-03-12,22809.01,22828.24,22893.1,22772.87
2015-03-13,22713.59,22907.37,22924.8,22579.89
2015-03-16,22930.92,22784.96,23008.89,22756.57
2015-03-17,22723.06,22961.06,22987.55,22603.55
2015-03-18,22565.19,22790.94,22818.55,22397.86
2015-03-19,22805.17,22656.76,22915.49,22644.88
2015-03-20,23176.68,22904.69,23203.57,22767.55
2015-03-23,23057.12,23177.59,23196.95,23014.12
2015-03-24,23333.2,23022.31,23381.86,22977.9
2015-03-25,23145.1,23256.77,23366.5,23128.58
2015-03-26,22900.27,22993.4,23062.98,22659.62
2015-03-27,22984.23,23022.2,23048.06,22745.48
2015-03-30,23260.57,23015.51,23263.12,23003.69
2015-03-31,23157.12,23232.63,23336.94,23006.22
2015-04-01,23358.99,23092.49,23447.36,23072.13
2015-04-02,23308.53,23407.38,23453.85,23289.91
2015-04-07,23706.34,23502.0,23736.45,23477.02
2015-04-08,23578.7,23709.74,23785.74,23538.81
2015-04-09,23803.9,23653.15,23803.9,23624.07
2015-04-10,23877.25,23878.85,23917.76,23773.2
2015-04-13,24008.91,23907.76,24047.58,23897.24
2015-04-14,23752.91,23974.58,24024.23,23642.91
2015-04-15,24030.54,23804.71,24081.74,23787.77
2015-04-16,23610.81,24035.53,24063.21,23584.53
2015-04-17,23044.08,23577.16,23780.19,23010.93
2015-04-20,23332.98,23090.93,23332.98,23027.14
2015-04-21,23240.26,23433.64,23525.31,22969.6
2015-04-22,23315.4,23321.05,23427.31,23125.01
2015-04-23,23199.43,23332.47,23380.89,22966.31
2015-04-24,23427.35,23356.4,23574.12,23213.14
2015-04-27,23806.27,23449.13,23812.07,23154.64
2015-04-28,23532.09,23793.6,23859.9,23487.13
2015-04-29,22995.63,23653.94,23695.24,22995.63
2015-04-30,23045.52,22963.92,23180.43,22725.83
2015-05-04,23217.17,23082.15,23365.16,22859.79
2015-05-05,22576.35,23144.7,23350.34,22576.35
2015-05-06,22659.85,22609.88,22840.27,22472.5
2015-05-07,22841.92,22514.6,22854.19,22296.58
2015-05-08,23312.43,23032.05,23312.43,22921.32
2015-05-11,23321.86,23312.57,23367.78,23124.27
2015-05-12,23104.87,23181.83,23269.97,22942.36
2015-05-13,23210.97,23170.53,23401.44,23123.49
2015-05-14,23548.59,23207.45,23548.59,23030.75
2015-05-15,23473.46,23615.27,23741.11,23433.29
2015-05-18,23198.1,23217.23,23364.67,23002.36
2015-05-19,23713.26,23350.11,23713.26,23331.35
2015-05-20,23772.61,23668.82,23772.8,23578.14
2015-05-21,23739.69,23719.78,23757.06,23584.52
2015-05-22,23781.78,23701.39,23815.5,23686.3
2015-05-25,23285.11,23623.24,23631.02,23278.09
2015-05-26,23326.95,23328.63,23505.52,23178.67
2015-05-27,23861.07,23443.27,23879.84,23419.71
2015-05-28,23744.13,23761.96,23866.19,23626.7
2015-05-29,23495.68,23789.29,23821.33,23495.68
2015-06-01,23435.67,23582.62,23704.72,23379.45
2015-06-02,23576.16,23520.63,23717.7,23264.64
2015-06-03,23608.83,23589.64,23796.94,23473.44
2015-06-04,23336.5,23480.15,23564.36,23217.09
2015-06-05,22847.34,23104.55,23250.63,22805.03
2015-06-08,22642.29,22858.07,22959.41,22642.29
2015-06-09,22527.46,22621.71,22758.27,22303.96
2015-06-10,23091.49,22508.55,23155.72,22416.36
2015-06-11,23172.34,23017.97,23436.02,23001.82
2015-06-12,22877.81,23157.17,23303.81,22678.54
2015-06-15,22328.03,22595.98,22656.31,22287.89
2015-06-16,22383.48,22191.31,22446.28,21986.65
2015-06-17,22225.06,22408.84,22565.64,22210.93
2015-06-18,22460.02,22224.11,22460.02,21855.05
2015-06-19,22699.37,22412.14,22750.06,22349.68
2015-06-22,23485.95,23115.33,23485.95,22987.33
2015-06-23,23567.25,23607.87,23731.87,23520.57
2015-06-24,23443.07,23636.07,23704.8,23240.56
2015-06-25,23642.62,23280.79,23815.59,23280.79
2015-06-26,23800.47,23517.64,23849.64,23405.14
2015-06-29,22569.95,23337.32,23400.38,22569.95
2015-06-30,22460.71,22456.29,22862.19,22337.79
2015-07-01,22943.64,22623.4,23127.42,22568.26
2015-07-02,22616.5,22961.14,23049.7,22616.5
2015-07-03,22508.13,22611.14,22709.01,22332.75
2015-07-06,21600.72,21874.02,22065.93,21600.72
2015-07-07,20958.48,21732.67,21858.91,20958.48
2015-07-08,21512.39,21038.03,21557.39,20937.34
2015-07-09,22268.51,21570.81,22337.12,21519.28
2015-07-10,22937.4,22626.33,22948.77,22554.77
2015-07-13,23167.04,23099.65,23340.11,22870.66
2015-07-14,23097.51,23126.81,23140.1,22886.25
2015-07-15,23392.75,23140.94,23392.75,23113.22
2015-07-16,23783.14,23516.66,23784.54,23484.83
2015-07-17,23765.41,23852.24,23875.64,23690.76
2015-07-20,24031.19,23798.84,24157.39,23797.8
2015-07-21,23712.9,24071.63,24121.03,23699.94
2015-07-22,23681.11,23585.94,23802.6,23536.15
2015-07-23,23633.05,23824.72,23885.52,23610.43
2015-07-24,23507.7,23599.78,23813.85,23491.59
2015-07-27,22809.3,23387.02,23396.65,22809.3
2015-07-28,23328.02,22979.54,23328.02,22951.01
2015-07-29,23248.9,23424.86,23469.4,23035.24
2015-07-30,23396.09,23380.85,23479.83,23191.18
2015-07-31,23538.03,23459.38,23538.03,23293.35
2015-08-03,23714.38,23553.15,23748.68,23478.05
2015-08-04,23473.25,23657.52,23662.05,23341.76
2015-08-05,23911.81,23579.64,23917.64,23555.21
2015-08-06,23811.09,23852.49,23970.56,23804.98
2015-08-07,23705.0,23807.22,23866.98,23705.0
2015-08-10,23966.44,23705.0,23992.48,23659.78
2015-08-11,23698.49,23916.25,23979.61,23698.49
2015-08-12,22997.55,23530.52,23533.01,22923.11
2015-08-13,23356.01,23347.39,23545.82,23255.67
2015-08-14,23248.52,23371.35,23524.73,23175.01
2015-08-17,23407.99,23367.64,23465.37,23103.65
2015-08-18,23389.72,23334.75,23495.41,23259.17
2015-08-19,22975.32,23209.96,23338.8,22975.32
2015-08-20,22378.65,22836.57,23011.01,22352.15
2015-08-21,21746.17,22002.39,22379.62,21746.17
2015-08-24,20450.43,20992.9,21349.59,20158.22
2015-08-25,21649.69,20864.96,21664.32,20632.97
2015-08-26,21473.81,21323.81,21801.61,21151.43
2015-08-27,22201.24,21943.04,22263.44,21768.24
2015-08-28,21993.74,22248.57,22276.16,21846.12
2015-08-31,21941.92,22003.46,22112.24,21775.98
2015-09-01,21451.37,21734.67,21854.59,21343.88
2015-09-02,21612.0,21566.39,21827.59,21429.98
2015-09-03,22177.37,21743.95,22291.71,21690.2
2015-09-04,21472.68,21920.62,21955.09,21424.04
2015-09-07,21622.34,21680.44,21754.59,21501.54
2015-09-08,21941.31,21718.97,22124.99,21710.72
2015-09-09,22126.57,22397.93,22448.77,22126.57
2015-09-10,21901.45,21944.66,22121.02,21806.95
2015-09-11,21762.63,22049.88,22063.76,21706.73
2015-09-14,21553.8,21815.55,21860.37,21497.11
2015-09-15,21903.63,21584.05,21992.67,21434.66
2015-09-16,22059.21,22085.15,22180.98,21907.83
2015-09-17,22099.53,22110.78,22129.89,21974.52
2015-09-18,21514.9,22004.13,22004.13,21504.45
2015-09-21,21755.42,21473.98,21803.13,21460.65
2015-09-22,21031.8,21705.85,21705.85,21017.08
2015-09-23,21068.88,21124.08,21408.6,20947.14
2015-09-24,20581.83,21055.59,21215.58,20544.96
2015-09-25,21339.11,20963.21,21400.25,20914.55
2015-09-28,20759.49,21196.75,21300.51,20759.49
2015-09-29,20726.75,20514.58,20905.12,20476.48
2015-09-30,21294.98,21039.6,21320.6,20971.28
2015-10-01,21142.86,21502.67,21551.3,21101.46
2015-10-02,21395.29,21368.53,21547.94,21052.48
2015-10-05,21980.08,21736.12,22026.56,21623.22
2015-10-06,22182.65,21945.48,22182.65,21802.13
2015-10-07,22007.34,22218.34,22343.41,22007.34
2015-10-08,22156.74,22045.42,22195.14,21984.89
2015-10-09,22257.89,22372.21,22423.55,22204.71
2015-10-12,22091.27,22263.56,22346.13,22002.98
2015-10-13,22048.49,22011.69,22179.72,21747.19
2015-10-14,21838.2,21912.69,22035.18,21797.6
2015-10-15,22217.69,22022.14,22233.92,21967.73
2015-10-16,22337.66,22358.64,22416.35,22225.73
2015-10-19,22419.68,22344.5,22532.75,22299.23
2015-10-20,22270.11,22466.4,22536.84,22119.76
2015-10-21,22172.64,22343.68,22388.15,22097.39
2015-10-22,22616.9,22124.06,22616.9,22103.13
2015-10-23,22736.86,22717.17,22874.96,22637.87
2015-10-26,22629.64,22713.99,22740.84,22548.68
2015-10-27,22369.92,22572.8,22731.2,22369.92
2015-10-28,22686.24,22489.23,22697.27,22456.18
2015-10-29,22442.69,22702.16,22712.6,22209.45
2015-10-30,22442.51,22539.67,22584.25,22336.98
2015-11-02,22482.39,22341.59,22622.53,22263.5
2015-11-03,22459.45,22517.39,22636.24,22165.92
2015-11-04,22312.63,22557.93,22660.64,22303.07
2015-11-05,22223.7,22320.41,22442.87,22132.7
2015-11-06,22529.94,22220.34,22529.94,22166.83
2015-11-09,22107.3,22509.21,22570.52,22107.3
2015-11-10,22444.0,22254.23,22444.0,22125.52
2015-11-11,22385.11,22463.41,22658.94,22316.83
2015-11-12,21859.29,22345.46,22367.15,21810.67
2015-11-13,21842.56,21819.12,21986.75,21655.21
2015-11-16,21811.36,21606.99,21924.72,21572.63
2015-11-17,22309.39,22015.87,22309.39,21974.44
2015-11-18,22091.56,22197.26,22205.0,22054.51
2015-11-19,22191.99,22249.49,22321.42,22095.52
2015-11-20,22140.14,22222.2,22246.61,21946.45
2015-11-23,22294.69,22078.1,22390.39,21995.27
2015-11-24,21948.14,22194.41,22229.12,21840.84
2015-11-25,22359.23,22025.79,22400.4,21944.09
2015-11-26,22591.53,22354.48,22597.95,22339.31
2015-11-27,22575.18,22482.88,22707.68,22432.56
2015-11-30,22717.98,22525.64,22773.09,22505.79
2015-12-01,22581.33,22795.45,22844.38,22581.33
2015-12-02,22551.91,22676.41,22730.25,22515.11
2015-12-03,21995.71,22553.23,22843.81,21995.71
2015-12-04,22021.36,21918.49,22111.24,21832.26
2015-12-07,22037.17,22108.93,22218.82,21954.49
2015-12-08,21538.04,21991.7,21998.36,21443.61
2015-12-09,21500.88,21625.47,21701.02,21355.14
2015-12-10,21409.63,21402.77,21616.69,21325.0
2015-12-11,21015.29,21351.26,21386.23,20924.07
2015-12-14,20506.56,21062.45,21186.99,20506.56
2015-12-15,21272.68,20670.49,21272.68,20659.46
2015-12-16,21210.23,21267.2,21373.88,21095.44
2015-12-17,21523.1,21557.11,21730.23,21480.07
2015-12-18,21241.93,21309.84,21479.13,21208.81
2015-12-21,21099.32,21263.71,21431.69,21099.32
2015-12-22,21060.13,21202.8,21282.69,20968.12
2015-12-23,21456.36,21230.04,21462.87,21185.36
2015-12-28,21369.15,21454.82,21505.36,21326.28
2015-12-29,21661.33,21485.08,21705.71,21481.2
2015-12-30,21418.37,21595.33,21659.49,21418.37
2016-01-04,20733.81,21186.13,21194.17,20701.57
2016-01-05,20983.24,20938.1,20983.24,20722.19
2016-01-06,20422.39,20922.29,20930.61,20373.19
2016-01-07,20189.48,19781.23,20288.68,19631.81
2016-01-08,19869.49,20189.16,20350.12,19869.49
2016-01-11,19756.14,19812.8,20110.26,19756.14
2016-01-12,19970.1,19787.37,20143.69,19713.25
2016-01-13,20139.87,20111.4,20383.42,20033.66
2016-01-14,19803.41,19879.17,19995.29,19576.09
2016-01-15,19195.94,19694.71,19770.54,19117.56
2016-01-18,18686.86,19198.08,19360.6,18637.6
2016-01-19,18880.52,19059.28,19168.01,18547.46
2016-01-20,17967.91,18396.19,18475.84,17868.57
2016-01-21,18723.22,18052.47,18750.18,17836.03
2016-01-22,19028.42,19074.14,19305.32,18890.89
2016-01-25,18641.47,19148.56,19150.02,18597.68
2016-01-26,18923.83,18360.97,18960.86,18256.41
2016-01-27,18848.03,18983.73,19008.76,18570.65
2016-01-28,18189.95,18758.24,18942.96,18055.43
2016-01-29,18657.29,18496.82,18657.29,18325.21
2016-02-01,18485.95,18689.45,18792.14,18285.83
2016-02-02,17922.45,18484.83,18495.74,17866.96
2016-02-03,17412.04,17944.26,17998.05,17141.42
2016-02-04,17626.04,17705.71,17761.48,17173.1
2016-02-05,17250.26,17557.31,17834.54,17231.91
2016-02-08,16441.2,17458.2,17467.2,16387.88
2016-02-09,15913.12,16528.82,16604.33,15848.63
2016-02-10,16714.14,16097.93,16816.96,15918.58
2016-02-11,15773.0,16477.7,16477.7,15773.0
2016-02-12,16514.87,16109.56,16514.87,15840.91
2016-02-15,17041.82,16794.91,17225.58,16777.26
2016-02-16,16957.84,17182.16,17187.41,16713.51
2016-02-17,17377.89,16984.78,17385.72,16933.19
2016-02-18,17112.36,17486.5,17623.73,17068.51
2016-02-19,16909.56,17024.76,17219.77,16703.7
2016-02-22,17504.58,17127.65,17504.58,17127.43
2016-02-23,17163.46,17340.23,17631.37,17163.46
2016-02-24,16719.36,17157.73,17230.71,16587.67
2016-02-25,17104.54,16939.52,17197.86,16877.32
2016-02-26,17483.76,17299.03,17549.76,17253.34
2016-02-29,17623.07,17341.74,17642.88,17220.78
2016-03-01,18011.91,17557.23,18011.91,17533.75
2016-03-02,18206.41,18143.22,18223.46,18012.33
2016-03-03,18348.5,18217.98,18352.63,18129.14
2016-03-04,18278.98,18415.36,18449.24,18061.27
2016-03-07,18059.27,18195.6,18252.76,17847.14
2016-03-08,18017.56,17906.02,18216.75,17729.09
2016-03-09,18208.92,17982.37,18369.22,17982.37
2016-03-10,18118.23,18229.24,19012.19,18113.72
2016-03-11,18987.75,18488.82,18993.71,18470.92
2016-03-14,18981.77,19125.11,19216.53,18846.96
2016-03-15,18765.37,18891.72,18960.14,18678.52
2016-03-16,18731.75,18820.79,18943.18,18609.66
2016-03-17,18608.03,18921.43,18926.79,18344.17
2016-03-18,18611.34,18704.37,18769.7,18468.17
2016-03-21,18696.93,18556.34,18879.95,18481.59
2016-03-22,18698.82,18555.03,18698.82,18286.08
2016-03-23,18462.88,18758.49,18828.24,18401.93
2016-03-24,18165.84,18399.42,18468.78,18140.18
2016-03-29,18171.86,18251.52,18468.02,18031.48
2016-03-30,18375.32,18256.53,18496.63,18256.09
2016-03-31,18116.88,18235.35,18300.29,17971.67
2016-04-01,17776.84,17854.7,18084.41,17737.84
2016-04-04,17639.26,17700.02,17934.1,17574.87
2016-04-05,17109.3,17389.94,17460.36,17104.12
2016-04-06,17240.91,17214.34,17391.84,17035.79
2016-04-07,16818.25,17273.63,17322.19,16777.87
2016-04-08,17504.62,16960.89,17509.23,16956.49
2016-04-11,17722.66,17452.91,17855.76,17323.54
2016-04-12,17444.8,17741.86,17860.93,17231.73
2016-04-13,18165.59,17713.81,18165.59,17696.18
2016-04-14,18329.09,18206.45,18329.09,17985.38
2016-04-15,18257.35,18282.37,18322.12,18161.17
2016-04-18,18358.25,17939.06,18411.68,17903.64
2016-04-19,18447.98,18427.09,18637.33,18344.62
2016-04-20,18658.36,18363.0,18677.47,18265.95
2016-04-21,18732.96,18686.66,18741.72,18531.65
2016-04-22,18687.04,18739.47,18778.97,18559.57
2016-04-25,18403.23,18680.87,18744.15,18332.6
2016-04-26,18670.41,18519.77,18763.62,18481.57
2016-04-27,18750.62,18708.2,18779.56,18595.05
2016-04-28,18976.71,18649.65,19023.48,18540.11
2016-04-29,18600.56,18800.83,19062.81,18600.56
2016-05-02,18420.22,18689.47,18689.47,18271.38
2016-05-03,17966.81,18401.32,18412.05,17889.22
2016-05-04,17935.67,17985.51,18130.68,17909.62
2016-05-05,17923.9,18022.13,18215.25,17846.36
2016-05-06,17842.8,17895.28,17989.76,17592.13
2016-05-09,17685.8,17968.32,17973.2,17652.72
2016-05-10,17934.72,17818.51,18067.84,17742.1
2016-05-11,17698.08,17914.73,17946.39,17509.6
2016-05-12,17651.36,17627.21,17912.62,17555.54
2016-05-13,17729.45,17562.64,17856.96,17434.14
2016-05-16,17737.02,17652.6,17778.81,17534.75
2016-05-17,17498.88,17816.41,18014.22,17373.08
2016-05-18,17713.62,17417.28,17725.03,17370.49
2016-05-19,17545.56,17611.25,17810.33,17498.18
2016-05-20,17812.35,17674.44,17878.19,17668.13
2016-05-23,17325.08,17521.97,17624.77,17272.18
2016-05-24,17903.97,17273.81,17927.66,17247.62
2016-05-25,18201.39,18008.97,18216.83,17975.54
2016-05-26,18216.92,18118.17,18242.97,18071.81
2016-05-27,18186.14,18152.97,18216.12,18088.07
2016-05-30,18291.38,18220.49,18321.4,18197.66
2016-05-31,18025.25,18281.66,18326.52,18002.54
2016-06-01,17810.85,18050.36,18055.64,17745.61
2016-06-02,17767.3,17836.18,18009.52,17740.88
2016-06-03,17495.09,17863.98,17867.08,17431.37
2016-06-06,17625.0,17450.89,17636.65,17400.4
2016-06-07,17975.49,17689.66,17991.02,17688.58
2016-06-08,17909.7,17912.53,18000.5,17799.45
2016-06-09,17763.88,17890.09,17892.93,17653.52
2016-06-10,17120.16,17693.81,17705.68,17106.25
2016-06-13,16621.87,16848.69,16933.26,16593.08
2016-06-14,16271.35,16460.92,16673.64,16231.46
2016-06-15,16513.97,16461.11,16615.69,16414.11
2016-06-16,16351.9,16262.33,16383.41,16088.15
2016-06-17,16923.29,16471.47,16963.45,16471.47
2016-06-20,17353.45,17197.68,17423.43,17196.97
2016-06-21,17431.17,17320.75,17544.47,17252.37
2016-06-22,17323.27,17487.91,17515.07,17267.42
2016-06-23,17966.17,17404.31,17966.17,17293.92
2016-06-24,15723.81,17946.23,17946.23,15723.81
2016-06-27,15103.58,15743.11,15907.54,15017.42
2016-06-28,15601.62,15288.39,15799.21,15286.86
2016-06-29,15946.93,15854.72,16019.31,15754.04
2016-06-30,16197.78,15894.78,16250.33,15629.01
2016-07-01,16295.78,16384.72,16446.17,16013.33
2016-07-04,16012.31,16352.27,16352.29,15995.1
2016-07-05,15780.16,15915.81,16065.53,15751.29
2016-07-06,15423.79,15667.42,15776.76,15293.1
2016-07-07,15436.16,15565.56,15710.05,15391.02
2016-07-08,16066.38,15370.09,16087.67,15356.04
2016-07-11,16260.64,16177.2,16263.74,15906.76
2016-07-12,16721.0,16277.59,16767.83,16262.84
2016-07-13,16527.89,16699.99,16820.41,16508.05
2016-07-14,16797.52,16695.0,16857.59,16595.05
2016-07-15,16748.59,16684.2,16871.96,16600.65
2016-07-18,16762.73,16763.61,16964.18,16602.02
2016-07-19,16673.77,16723.0,16843.21,16444.82
2016-07-20,16763.82,16761.49,16826.99,16626.9
2016-07-21,16805.4,16796.13,16884.52,16651.64
2016-07-22,16778.67,16716.59,16885.7,16689.79
2016-07-25,16692.17,16774.37,16882.24,16645.31
2016-07-26,16697.01,16673.14,16753.54,16383.19
2016-07-27,16863.01,16735.75,16996.21,16722.77
2016-07-28,16522.64,16871.88,16871.88,16522.64
2016-07-29,16846.86,16595.02,16916.54,16555.45
2016-08-01,16554.83,16971.27,17122.82,16554.83
2016-08-02,16098.37,16530.12,16553.32,16052.69
2016-08-03,16129.84,16136.59,16242.12,15978.08
2016-08-04,16236.41,16214.32,16327.64,16145.67
2016-08-05,16626.28,16282.37,16626.28,16272.31
2016-08-08,16743.82,16701.9,16806.76,16667.21
2016-08-09,16796.14,16741.47,16850.13,16701.05
2016-08-10,16791.55,16689.33,16885.91,16675.75
2016-08-11,16969.69,16850.81,16969.69,16706.58
2016-08-12,16997.83,16967.75,17047.74,16945.66
2016-08-16,16792.96,16926.45,17053.42,16782.74
2016-08-17,16528.36,16845.74,16850.13,16528.36
2016-08-18,16673.58,16646.78,16698.13,16517.36
2016-08-19,16310.06,16621.82,16646.92,16215.38
2016-08-22,16369.14,16296.85,16530.98,16257.0
2016-08-23,16778.05,16434.01,16789.02,16434.01
2016-08-24,16891.63,16685.51,16949.24,16628.56
2016-08-25,16710.78,16824.51,16879.75,16681.99
2016-08-26,16843.99,16745.5,16864.64,16574.38
2016-08-29,16655.22,16775.11,16856.11,16540.79
2016-08-30,16891.42,16722.48,16940.8,16718.8
2016-08-31,16943.38,16877.34,17039.39,16837.59
2016-09-01,16923.28,16989.99,17253.2,16852.84
2016-09-02,17183.9,17007.44,17186.83,16882.82
2016-09-05,17190.44,17232.42,17333.79,17157.49
2016-09-06,17052.57,17250.85,17261.63,17051.48
2016-09-07,17292.84,17148.35,17323.85,16991.68
2016-09-08,17375.73,17297.09,17397.53,17118.82
2016-09-09,17156.48,17337.38,17391.85,17122.44
2016-09-12,16840.28,16875.93,16903.24,16667.2
2016-09-13,16547.75,16935.98,16965.18,16547.75
2016-09-14,16539.9,16637.79,16690.44,16476.96
2016-09-15,16595.43,16509.43,16617.71,16384.93
2016-09-16,16192.16,16515.5,16547.76,16180.7
2016-09-19,16399.26,16261.4,16489.77,16259.91
2016-09-20,16207.1,16401.01,16430.14,16207.1
2016-09-21,16349.82,16391.68,16503.8,16332.6
2016-09-22,16637.69,16494.66,16730.84,16492.46
2016-09-23,16452.84,16617.47,16625.12,16409.77
2016-09-26,16192.48,16329.24,16330.18,16091.54
2016-09-27,16134.71,16326.08,16332.27,15995.01
2016-09-28,16222.21,16182.57,16378.64,16176.38
2016-09-29,16338.78,16461.52,16506.86,16253.77
2016-09-30,16401.0,16046.71,16446.78,15922.35
2016-10-03,16273.95,16368.4,16470.09,16210.37
2016-10-04,16308.02,16295.18,16380.36,16226.93
